name,st_id,passengers,bef0600,af0600,af0605,af0610,af0615,af0620,af0625,af0630,af0635,af0640,af0645,af0650,af0655,af0700,af0705,af0710,af0715,af0720,af0725,af0730,af0735,af0740,af0745,af0750,af0755,af0800,af0805,af0810,af0815,af0820,af0825,af0830,af0835,af0840,af0845,af0850,af0855,af0900,af0905,af0910,af0915,af0920,af0925,af0930,af0935,af0940,af0945,af0950,af0955,af1000,af1005,af1010,af1015,af1020,af1025,af1030,af1035,af1040,af1045,af1050,af1055,af1100,af1105,af1110,af1115,af1120,af1125,af1130,af1135,af1140,af1145,af1150,af1155,af1200
京成高砂,233,4610,10,0,3,2,4,6,2,8,3,10,8,25,40,32,35,53,100,62,28,44,70,42,47,39,98,64,37,30,49,43,14,10,24,30,13,3,1,9,7,8,3,5,10,3,3,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,5,18,6,1,18
京成小岩,234,304,8,2,0,0,0,0,1,9,21,31,46,22,33,14,30,36,21,71,58,76,52,75,85,80,100,83,77,94,72,61,54,33,32,29,22,26,28,21,18,2,15,1,0,18,15,11,63,1,0,2,5,0,0,4,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
江戸川,235,100,9,3,0,0,1,0,1,10,21,32,46,22,34,15,31,37,21,71,59,77,53,76,86,81,100,84,78,94,72,62,55,34,33,30,23,27,28,21,19,3,16,1,0,19,16,12,63,1,0,3,6,1,0,5,3,3,6,7,4,0,1,3,1,0,0,0,0,0,1,0,0,3,3,20
京成曳舟,236,315,8,2,0,0,0,0,1,9,20,32,46,21,33,14,30,36,20,70,59,76,53,75,86,80,100,83,77,93,72,61,54,33,32,29,22,26,28,20,18,2,15,1,0,18,15,11,62,1,0,2,5,0,0,5,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
八広,237,202,8,2,0,0,0,0,1,9,20,32,46,21,33,14,30,36,20,70,58,77,52,76,86,81,100,84,78,94,72,61,54,33,32,29,22,26,29,20,18,2,15,1,0,18,15,11,62,1,0,2,5,0,0,4,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
四ツ木,238,1639,23,1,1,0,0,0,1,3,17,15,28,4,12,21,11,24,92,100,22,32,42,10,33,14,20,12,13,6,11,1,7,9,12,3,22,9,3,4,10,5,0,0,2,2,0,0,7,12,12,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4
京成立石,239,644,8,2,0,0,0,0,1,9,20,31,45,22,33,15,30,36,20,70,59,76,52,75,85,80,100,83,77,93,71,61,54,33,32,29,22,26,29,20,18,2,15,1,0,18,15,11,63,1,0,2,5,0,0,4,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
柴又,240,158,8,2,0,0,0,0,1,9,20,31,46,22,33,14,31,36,20,70,58,77,53,75,86,81,100,84,77,94,72,62,55,33,32,29,22,26,29,20,18,2,15,1,0,18,15,11,63,1,0,2,5,0,0,5,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
京成金町,241,418,8,2,0,0,0,0,1,9,21,32,45,22,33,15,30,36,21,71,59,77,53,76,86,80,100,83,77,94,72,61,55,33,32,29,22,26,28,21,18,2,15,1,0,18,15,11,63,1,0,2,5,0,0,5,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
笹塚,242,2660,4,4,0,0,1,0,2,3,1,4,9,12,10,21,38,38,47,24,23,42,60,60,59,84,89,88,77,76,100,78,54,40,61,62,68,37,62,46,35,55,47,29,12,2,19,33,27,5,19,24,12,4,8,7,5,1,7,0,3,0,1,1,9,3,2,0,3,3,0,0,3,0,0,84
代田橋,243,302,5,0,1,2,6,2,9,13,17,14,30,21,32,40,49,42,67,58,73,75,100,77,84,84,81,63,78,62,53,47,61,56,45,31,25,26,30,15,15,30,38,19,19,14,6,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
明大前,244,4435,6,0,0,0,0,2,2,1,4,12,13,18,20,16,22,40,46,46,63,41,100,76,85,89,82,91,65,67,96,74,57,47,71,59,53,39,30,18,18,28,12,28,15,18,22,12,27,22,16,25,13,19,15,20,10,8,6,2,6,8,6,2,4,3,2,4,5,18,0,4,17,6,1,81
下高井戸,245,1243,0,0,0,0,5,0,0,4,2,1,14,4,0,12,15,4,50,85,41,57,44,42,42,100,59,73,23,20,41,16,26,44,27,20,27,15,21,28,26,11,25,29,16,8,20,18,25,6,2,0,9,0,0,0,7,1,11,0,0,0,1,0,4,0,6,6,12,0,0,1,2,0,0,39
桜上水,246,1442,7,0,0,0,0,0,0,7,3,18,27,4,6,8,19,41,30,26,29,23,53,57,43,100,40,69,30,20,20,12,25,14,20,29,20,10,8,9,18,4,10,4,9,11,6,9,4,15,0,3,0,7,4,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26
上北沢,247,241,5,0,1,2,7,2,9,13,17,14,30,21,32,39,48,41,67,58,73,75,100,76,84,83,80,63,78,62,53,46,61,56,44,31,25,26,30,15,15,30,38,19,19,14,7,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
八幡山,248,655,5,0,1,3,7,3,9,13,18,14,30,21,32,40,49,41,67,58,73,75,100,76,84,83,81,63,78,63,54,46,61,56,45,31,25,27,30,15,15,30,38,19,19,14,7,12,0,9,0,7,1,4,7,4,3,7,4,0,3,1,1,3,0,3,0,7,0,0,4,4,0,0,0,65
芦花公園,249,224,5,0,1,2,6,2,9,13,17,14,30,21,32,39,48,41,67,58,73,75,100,76,84,83,80,63,77,62,54,46,61,56,44,31,25,26,30,15,15,30,38,19,19,14,6,12,0,8,0,8,1,4,8,4,4,8,4,0,2,1,1,4,0,2,0,8,0,0,4,4,0,0,0,65
千歳烏山,250,1959,3,0,4,0,0,0,11,1,15,16,13,21,26,18,47,71,62,50,46,34,56,68,100,73,35,67,93,60,46,56,42,48,29,44,21,25,8,10,19,10,16,8,11,0,2,1,0,0,7,1,20,0,0,0,0,0,3,0,0,0,3,1,1,1,0,0,1,1,3,0,11,0,0,22
仙川,251,1972,0,0,0,0,0,3,2,1,1,7,13,2,9,26,28,33,16,89,100,39,26,59,86,35,20,25,36,22,18,19,20,22,19,24,11,8,4,5,17,9,2,0,9,10,5,4,4,2,9,1,1,3,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,20,35
つつじケ丘,252,2979,6,2,2,0,0,7,8,5,7,12,17,15,19,39,48,55,57,32,80,43,100,94,53,42,63,45,37,39,38,46,56,42,52,18,20,5,6,11,24,15,6,13,6,6,2,9,5,5,4,11,4,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,8,4,28
柴崎,253,1050,1,0,1,1,2,2,6,28,28,4,16,21,17,50,100,48,28,40,32,39,44,43,14,34,31,7,16,41,44,39,34,30,36,12,6,28,24,2,8,8,2,23,23,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,11,11,0,0,0,1,2,2,31
国領,254,1783,7,0,2,2,9,0,5,10,14,2,8,48,47,10,50,58,28,16,28,31,30,100,89,30,15,26,25,14,10,24,23,20,10,22,7,4,4,5,2,2,8,16,13,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,3,5,5,0,0,0,0,0,2,2,0,3
布田,255,290,3,0,0,2,1,7,20,8,17,20,10,18,12,25,32,68,64,65,77,57,74,71,55,70,52,57,72,100,96,51,75,45,15,24,12,17,22,13,8,11,14,6,3,3,7,8,1,1,6,24,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
調布,256,6597,4,0,1,1,9,6,2,13,10,21,23,27,35,59,35,65,63,75,84,100,66,79,95,88,68,93,85,59,63,75,72,54,31,32,25,22,29,24,24,13,18,17,16,8,9,7,10,8,9,20,18,8,13,12,3,2,4,4,3,6,6,1,3,2,2,5,3,0,0,3,7,6,4,51
西調布,257,306,3,0,0,2,1,7,19,8,17,19,9,18,12,25,33,68,64,65,77,56,74,70,54,69,51,56,71,100,96,50,75,46,16,23,12,17,22,13,8,10,15,6,3,3,7,8,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
飛田給,258,519,3,0,0,2,1,7,19,9,17,19,10,18,12,26,32,68,63,64,76,57,73,71,55,69,51,57,72,100,95,50,74,45,15,24,12,17,22,13,9,10,14,6,3,3,7,9,1,1,6,24,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,9,0,0,0,3,0,1,28
武蔵野台,259,1271,5,4,0,0,4,4,22,22,5,5,9,10,1,28,28,27,46,51,52,13,22,100,29,8,8,32,30,21,25,36,7,7,26,26,11,22,17,6,6,4,4,2,0,0,1,1,0,0,0,14,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
多磨霊園,260,226,3,0,0,2,1,7,19,8,17,19,9,18,12,26,32,69,64,65,76,57,73,71,54,69,51,57,72,100,96,50,75,46,15,23,12,17,22,13,8,11,15,6,3,3,7,8,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
東府中,261,696,16,0,0,5,5,1,17,60,50,18,37,14,34,37,25,72,27,65,51,84,97,79,43,50,49,95,100,30,46,64,31,16,8,3,3,27,41,33,19,6,2,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
府中,262,2679,2,0,0,3,2,2,10,10,21,18,34,10,6,12,30,22,14,44,56,36,36,36,46,37,98,100,33,22,11,26,23,7,10,10,9,8,1,2,18,15,4,5,3,3,2,3,6,6,0,1,2,1,0,8,0,1,0,0,0,0,0,0,4,5,1,0,0,0,0,1,0,0,0,17
中河原,263,1050,1,1,0,0,7,7,15,15,28,40,11,80,47,29,31,17,58,60,38,55,58,100,83,24,23,23,29,49,43,16,4,1,3,24,31,14,6,8,1,0,0,8,8,4,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,57
聖蹟桜ケ丘,264,2481,1,2,3,0,8,10,4,5,6,24,33,10,66,100,40,32,60,40,24,20,21,18,30,29,45,53,34,34,16,13,15,14,7,9,7,2,0,10,9,1,3,0,4,3,0,18,8,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
百草園,265,133,3,0,0,2,1,7,19,9,17,19,9,18,12,25,32,68,63,64,76,57,73,70,54,69,51,57,72,100,95,50,75,45,15,24,12,17,22,13,9,10,15,6,3,3,7,9,1,1,6,24,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,9,0,0,0,3,0,1,28
高幡不動,266,1572,1,1,0,6,6,6,15,21,30,9,24,20,38,62,47,68,80,78,100,96,89,64,80,90,99,58,33,40,59,23,17,11,52,54,25,26,37,26,16,15,24,33,26,23,8,1,8,12,1,3,1,0,5,10,5,3,77,15,55,32,0,0,3,26,0,11,11,0,0,11,11,0,1,48
南平,267,186,3,0,0,2,1,8,19,8,17,19,9,18,12,25,32,68,63,65,77,56,74,70,55,69,52,56,72,100,96,51,75,46,15,24,12,17,22,13,8,10,15,6,3,3,8,8,1,1,6,24,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,29
平山城址公園,268,148,3,0,0,2,1,7,19,8,17,19,9,18,12,25,32,68,63,64,77,56,73,70,54,69,52,56,71,100,95,50,75,45,15,23,12,17,22,13,8,10,14,6,3,3,7,8,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,29
長沼,269,63,1,4,0,7,3,9,4,14,7,4,12,50,46,39,47,53,55,34,96,61,93,88,90,100,92,39,42,39,44,65,88,84,28,28,20,12,17,17,3,4,26,30,7,1,38,1,17,7,6,6,14,0,0,26,1,1,3,4,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,41
北野,270,2110,1,0,3,2,12,2,10,3,44,27,20,36,18,29,64,61,87,35,69,53,30,40,42,42,16,46,90,20,100,29,34,57,42,22,5,2,8,9,10,8,4,5,4,21,3,0,5,2,10,1,25,26,1,0,0,0,7,13,0,0,0,0,3,2,2,0,3,0,0,0,0,0,0,14
京王八王子,271,1334,4,2,2,3,3,0,7,100,92,17,23,32,16,25,19,74,7,19,1,38,1,35,3,69,15,6,28,5,13,8,20,25,7,46,5,8,0,0,0,0,12,12,0,0,21,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
初台,272,1229,5,0,0,0,0,3,1,1,1,1,1,5,6,13,9,7,13,20,36,32,31,57,42,49,53,70,66,74,76,71,100,86,63,55,48,44,40,45,30,22,18,22,14,14,10,13,10,3,9,10,15,13,6,10,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
幡ケ谷,273,611,5,0,0,0,0,2,1,1,1,0,1,5,7,13,9,7,13,20,36,32,30,57,42,49,53,70,66,74,76,71,100,86,63,54,47,44,39,45,29,22,18,22,14,14,10,12,10,3,9,10,15,12,7,10,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,36
京王多摩川,274,306,3,0,0,2,1,7,19,8,17,19,9,18,12,25,33,68,64,65,77,56,74,70,54,69,51,56,72,100,96,50,75,46,16,23,12,17,22,13,8,10,15,6,3,3,7,8,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,29
京王よみうりランド,275,246,3,0,0,2,1,7,19,8,17,19,9,18,13,26,32,68,63,65,76,56,73,71,54,69,52,56,71,100,95,50,75,45,15,23,13,17,22,13,8,10,15,6,3,3,7,8,1,1,6,23,13,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
稲城,276,1500,0,0,0,0,5,6,1,1,9,9,14,26,34,33,22,11,76,100,60,29,27,16,16,4,14,30,19,6,20,41,2,2,0,2,4,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4
京王永山,277,1461,7,3,0,6,8,5,5,7,9,34,57,30,31,51,26,41,15,15,26,35,18,95,100,78,60,54,39,63,22,23,13,26,32,13,24,22,0,5,12,13,10,0,1,1,1,1,3,3,0,0,1,1,0,0,0,0,0,10,10,7,0,0,0,0,0,0,0,0,0,1,0,0,0,29
京王多摩センター,278,1086,6,0,0,3,0,12,0,11,32,55,46,70,19,29,71,57,60,62,61,85,65,100,53,50,58,78,33,23,34,44,23,73,43,36,28,6,6,16,8,6,6,17,16,1,1,7,9,9,7,1,1,0,2,4,0,11,3,24,24,1,0,1,1,0,0,2,2,0,2,16,13,0,0,22
京王堀之内,279,506,1,4,0,7,3,10,4,15,7,4,14,50,45,39,48,55,55,35,98,61,94,89,91,100,91,39,42,39,45,66,89,84,30,28,20,12,17,18,3,5,27,30,9,2,38,2,17,9,6,6,15,0,0,27,1,2,3,4,0,0,0,0,2,0,4,0,0,1,0,0,0,0,2,42
南大沢,280,1087,17,0,17,0,5,1,16,11,35,26,50,16,56,17,70,47,24,11,100,93,58,24,56,35,14,25,97,28,16,18,80,63,31,47,4,13,0,5,7,8,7,18,34,1,0,4,1,4,1,1,0,14,0,3,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,29
多摩境,281,356,3,0,0,2,1,7,19,8,17,19,9,18,12,25,32,68,64,64,76,57,74,71,55,69,51,57,72,100,96,50,75,46,16,23,12,17,22,13,8,10,14,6,3,3,7,8,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
府中競馬正門前,282,55,3,0,0,1,1,7,20,9,18,20,9,18,12,25,32,69,63,65,78,56,74,70,54,70,52,56,72,100,96,50,74,45,14,23,12,18,21,12,9,10,14,5,3,3,7,9,1,1,5,23,12,5,0,3,0,0,1,1,3,0,3,0,3,3,3,5,9,0,0,0,3,0,1,29
多摩動物公園,283,155,3,0,0,2,1,7,20,9,18,20,9,18,12,25,32,69,63,65,77,56,74,70,54,70,52,56,72,100,96,50,75,45,15,23,12,18,22,13,9,10,14,6,3,3,7,9,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,9,0,0,0,3,0,1,29
京王片倉,284,78,1,3,0,7,3,10,3,14,7,3,14,50,44,39,47,55,55,35,97,61,93,89,91,100,91,39,42,39,44,65,89,84,29,28,20,12,17,17,3,5,26,30,8,2,38,2,17,8,6,6,14,0,0,26,1,2,3,3,0,0,0,0,2,0,3,0,0,1,0,0,0,0,2,41
山田,285,80,1,5,0,7,3,10,5,15,7,5,13,51,46,40,47,55,56,36,98,62,93,90,91,100,92,40,42,40,45,66,90,85,30,28,20,12,17,18,3,5,26,31,8,2,38,2,17,8,6,6,15,0,0,27,1,2,3,5,0,0,0,0,2,0,5,0,0,1,0,0,0,0,2,41
めじろ台,286,266,1,4,0,7,3,10,4,15,7,4,13,51,45,39,48,54,56,35,98,62,93,89,90,100,92,39,42,39,45,66,89,84,30,28,20,12,17,18,3,5,27,30,9,2,38,2,17,9,6,6,15,0,0,27,1,2,3,4,0,0,0,0,2,0,4,0,0,1,0,0,0,0,2,42
狭間,287,122,1,4,0,7,4,10,4,14,7,4,13,50,45,40,47,54,55,36,98,62,94,90,90,100,91,40,42,40,45,66,90,85,29,28,20,12,18,18,4,5,27,31,9,2,38,2,18,9,6,6,14,0,0,27,1,2,4,4,0,0,0,0,2,0,4,0,0,1,0,0,0,0,2,41
高尾山口,288,174,1,4,0,7,4,10,4,14,7,4,13,51,45,40,48,55,55,35,98,62,94,90,91,100,91,40,43,40,44,66,90,85,29,28,20,12,17,18,4,5,27,31,8,2,39,2,17,8,6,6,14,0,0,27,1,2,4,4,0,0,0,0,2,0,4,0,0,1,0,0,0,0,2,41
神泉,289,206,5,0,0,0,0,2,1,1,1,0,1,5,6,13,9,7,13,20,35,33,31,57,42,50,52,69,66,74,76,70,100,85,63,54,48,43,39,46,30,21,18,21,15,15,10,12,10,3,8,10,15,12,6,10,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35
駒場東大前,290,583,5,0,1,2,7,2,9,13,18,14,30,21,32,39,48,41,67,59,73,75,100,77,84,83,80,63,77,62,54,46,61,56,44,31,25,26,30,15,15,30,38,19,19,14,7,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
池ノ上,291,147,5,0,1,2,6,2,9,13,17,14,30,21,32,39,48,41,68,58,73,75,100,76,85,83,80,63,77,62,53,46,61,56,44,31,25,26,30,15,15,30,38,19,19,14,6,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
下北沢,292,4172,2,0,0,0,0,1,7,4,2,8,23,20,18,12,23,49,60,51,59,70,44,52,75,83,70,48,100,77,59,43,74,72,42,40,35,32,25,25,23,32,14,23,16,11,12,15,26,44,15,10,6,14,8,17,0,1,2,2,2,0,3,3,0,0,0,0,0,15,15,17,0,2,14,39
新代田,293,146,5,0,1,2,6,2,9,13,17,14,30,21,32,39,48,41,67,58,73,76,100,76,84,83,80,63,78,63,54,46,61,56,44,31,26,26,30,15,15,30,38,19,19,14,6,13,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
東松原,294,278,5,0,1,2,6,2,9,13,17,14,30,21,32,39,48,41,67,58,73,75,100,76,84,83,80,64,78,62,53,46,61,56,44,32,25,26,30,15,15,30,38,19,19,14,6,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
永福町,295,859,4,0,0,3,0,8,0,0,0,0,15,23,41,43,16,52,47,18,49,48,39,26,76,100,45,42,47,69,52,28,48,47,38,39,15,18,24,17,48,58,24,9,11,5,0,0,5,6,9,9,15,6,30,8,9,3,0,18,0,0,4,0,0,0,0,0,0,0,16,16,0,0,0,43
西永福,296,732,2,0,4,4,0,0,0,2,40,4,4,37,49,32,45,38,34,38,39,46,40,42,64,49,5,33,100,79,41,27,58,33,51,46,25,21,18,50,12,25,12,3,17,9,0,7,11,6,36,36,0,0,5,5,0,0,0,0,6,6,0,0,0,0,0,0,0,27,27,0,3,0,0,4
浜田山,297,733,0,0,0,0,0,0,0,0,2,23,51,22,16,10,83,94,90,66,58,100,36,74,75,41,56,89,64,46,62,77,46,23,68,54,37,28,24,15,19,30,23,7,4,3,8,0,2,0,0,0,8,0,0,0,4,7,0,0,0,4,3,3,4,4,0,0,0,0,0,0,0,0,0,7
