name,st_id,passengers,bef0600,af0600,af0605,af0610,af0615,af0620,af0625,af0630,af0635,af0640,af0645,af0650,af0655,af0700,af0705,af0710,af0715,af0720,af0725,af0730,af0735,af0740,af0745,af0750,af0755,af0800,af0805,af0810,af0815,af0820,af0825,af0830,af0835,af0840,af0845,af0850,af0855,af0900,af0905,af0910,af0915,af0920,af0925,af0930,af0935,af0940,af0945,af0950,af0955,af1000,af1005,af1010,af1015,af1020,af1025,af1030,af1035,af1040,af1045,af1050,af1055,af1100,af1105,af1110,af1115,af1120,af1125,af1130,af1135,af1140,af1145,af1150,af1155,af1200
府中競馬正門前,282,55,3,0,0,1,1,7,20,9,18,20,9,18,12,25,32,69,63,65,78,56,74,70,54,70,52,56,72,100,96,50,74,45,14,23,12,18,21,12,9,10,14,5,3,3,7,9,1,1,5,23,12,5,0,3,0,0,1,1,3,0,3,0,3,3,3,5,9,0,0,0,3,0,1,29
多摩動物公園,283,155,3,0,0,2,1,7,20,9,18,20,9,18,12,25,32,69,63,65,77,56,74,70,54,70,52,56,72,100,96,50,75,45,15,23,12,18,22,13,9,10,14,6,3,3,7,9,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,9,0,0,0,3,0,1,29
京王片倉,284,78,1,3,0,7,3,10,3,14,7,3,14,50,44,39,47,55,55,35,97,61,93,89,91,100,91,39,42,39,44,65,89,84,29,28,20,12,17,17,3,5,26,30,8,2,38,2,17,8,6,6,14,0,0,26,1,2,3,3,0,0,0,0,2,0,3,0,0,1,0,0,0,0,2,41
山田,285,80,1,5,0,7,3,10,5,15,7,5,13,51,46,40,47,55,56,36,98,62,93,90,91,100,92,40,42,40,45,66,90,85,30,28,20,12,17,18,3,5,26,31,8,2,38,2,17,8,6,6,15,0,0,27,1,2,3,5,0,0,0,0,2,0,5,0,0,1,0,0,0,0,2,41
めじろ台,286,266,1,4,0,7,3,10,4,15,7,4,13,51,45,39,48,54,56,35,98,62,93,89,90,100,92,39,42,39,45,66,89,84,30,28,20,12,17,18,3,5,27,30,9,2,38,2,17,9,6,6,15,0,0,27,1,2,3,4,0,0,0,0,2,0,4,0,0,1,0,0,0,0,2,42
狭間,287,122,1,4,0,7,4,10,4,14,7,4,13,50,45,40,47,54,55,36,98,62,94,90,90,100,91,40,42,40,45,66,90,85,29,28,20,12,18,18,4,5,27,31,9,2,38,2,18,9,6,6,14,0,0,27,1,2,4,4,0,0,0,0,2,0,4,0,0,1,0,0,0,0,2,41
高尾山口,288,174,1,4,0,7,4,10,4,14,7,4,13,51,45,40,48,55,55,35,98,62,94,90,91,100,91,40,43,40,44,66,90,85,29,28,20,12,17,18,4,5,27,31,8,2,39,2,17,8,6,6,14,0,0,27,1,2,4,4,0,0,0,0,2,0,4,0,0,1,0,0,0,0,2,41
神泉,289,206,5,0,0,0,0,2,1,1,1,0,1,5,6,13,9,7,13,20,35,33,31,57,42,50,52,69,66,74,76,70,100,85,63,54,48,43,39,46,30,21,18,21,15,15,10,12,10,3,8,10,15,12,6,10,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35
駒場東大前,290,583,5,0,1,2,7,2,9,13,18,14,30,21,32,39,48,41,67,59,73,75,100,77,84,83,80,63,77,62,54,46,61,56,44,31,25,26,30,15,15,30,38,19,19,14,7,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
池ノ上,291,147,5,0,1,2,6,2,9,13,17,14,30,21,32,39,48,41,68,58,73,75,100,76,85,83,80,63,77,62,53,46,61,56,44,31,25,26,30,15,15,30,38,19,19,14,6,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
下北沢,292,5845,1,0,0,0,0,1,5,5,0,5,19,25,17,21,24,39,58,39,63,56,63,50,74,89,61,57,81,100,63,45,71,62,54,49,31,33,29,28,22,23,17,18,18,19,6,13,16,43,31,9,9,16,10,12,1,7,1,3,1,0,2,1,0,0,0,0,0,10,0,23,13,1,10,38
新代田,293,146,5,0,1,2,6,2,9,13,17,14,30,21,32,39,48,41,67,58,73,76,100,76,84,83,80,63,78,63,54,46,61,56,44,31,26,26,30,15,15,30,38,19,19,14,6,13,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
東松原,294,278,5,0,1,2,6,2,9,13,17,14,30,21,32,39,48,41,67,58,73,75,100,76,84,83,80,64,78,62,53,46,61,56,44,32,25,26,30,15,15,30,38,19,19,14,6,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
永福町,295,1029,3,0,2,2,6,6,0,0,0,0,23,27,38,36,26,43,39,35,50,56,37,21,66,100,57,42,45,60,50,23,40,56,36,37,17,19,23,14,40,55,24,17,9,4,0,4,4,8,13,8,12,5,32,28,8,3,6,15,0,3,3,0,0,0,0,0,0,0,14,14,0,0,0,36
西永福,296,752,2,0,4,4,0,0,2,42,43,3,21,36,61,37,43,37,38,39,53,49,39,59,72,48,5,38,100,87,40,60,57,40,55,45,30,31,50,48,16,25,15,10,16,9,3,7,10,6,35,35,0,0,5,5,0,0,0,0,6,6,0,0,0,0,0,0,0,27,27,0,2,0,0,4
浜田山,297,924,0,0,0,0,0,0,0,0,5,26,41,23,12,24,78,100,82,54,51,79,32,75,62,33,71,74,50,40,49,66,36,24,54,48,33,27,19,12,15,23,20,5,3,6,6,2,2,0,0,0,6,0,0,3,3,5,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5
高井戸,298,2268,2,1,0,5,5,0,0,0,1,2,3,9,19,13,11,21,15,13,100,16,42,58,33,63,27,37,44,29,18,26,17,10,12,15,3,2,38,30,5,8,3,2,2,0,0,0,0,1,1,17,17,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,8,10
富士見ケ丘,299,882,0,0,0,0,0,0,4,6,3,9,13,22,47,32,35,31,87,100,72,77,89,68,64,90,98,67,59,18,29,64,58,35,31,16,18,15,22,0,2,2,3,0,5,3,3,3,0,0,0,0,4,4,0,0,0,0,0,0,9,15,6,0,0,0,0,0,0,0,0,3,0,10,10,26
久我山,300,1507,3,0,0,2,2,4,2,7,2,2,17,16,15,21,34,41,47,43,26,27,35,75,100,53,38,58,42,28,32,34,38,43,31,12,20,15,5,2,5,2,13,19,4,2,39,8,1,2,2,2,0,0,0,7,7,0,3,0,1,1,0,0,2,0,0,0,0,0,3,0,2,2,0,38
三鷹台,301,1372,4,0,8,8,0,5,13,8,11,6,2,8,16,36,48,42,44,36,26,82,77,55,96,79,49,39,100,99,34,34,57,61,61,49,18,26,15,3,6,10,2,0,0,2,4,1,12,12,3,10,31,2,20,15,0,0,0,0,0,0,0,0,0,0,3,3,10,10,1,1,0,1,0,6
井の頭公園,302,103,5,0,0,2,6,2,9,13,17,14,31,21,33,39,48,41,67,58,73,75,100,76,84,83,80,64,77,63,53,46,61,56,44,32,25,26,31,15,15,31,38,19,19,14,6,12,0,8,0,7,0,4,7,4,3,7,4,0,2,0,0,3,0,2,0,7,0,0,4,4,0,0,0,66
南新宿,303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
参宮橋,304,287,5,0,0,0,0,2,1,1,1,1,1,5,6,13,9,7,13,20,35,32,31,57,42,49,52,70,65,73,75,71,100,86,63,55,47,43,40,45,29,21,18,21,14,14,10,12,10,3,8,10,15,12,6,10,2,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,2,1,35
代々木八幡,305,379,5,0,0,0,0,2,1,1,1,1,1,5,6,13,9,7,13,20,35,32,30,58,43,49,53,70,66,74,75,70,100,86,63,55,48,44,40,45,30,21,18,21,15,15,10,12,10,3,8,10,15,12,6,10,2,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,2,1,35
代々木上原,306,4815,4,0,3,5,2,1,2,14,12,12,18,37,29,24,16,34,44,50,65,54,52,53,73,69,63,80,100,79,77,76,61,66,47,44,48,27,30,39,26,35,26,17,24,17,12,15,7,4,3,7,1,2,5,5,12,2,1,2,6,17,1,2,2,2,0,0,4,4,6,0,13,0,0,50
東北沢,307,105,5,0,1,2,6,2,9,13,17,14,30,21,32,40,48,41,67,59,73,76,100,77,84,83,80,63,78,62,53,46,61,57,44,31,25,26,30,15,15,30,39,20,20,14,6,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
世田谷代田,308,131,5,0,1,3,6,3,9,13,17,14,30,22,32,39,48,41,67,58,74,75,100,77,84,83,80,64,77,62,54,46,61,56,45,32,25,26,30,15,15,30,38,19,19,14,6,12,0,8,0,7,1,4,7,4,3,7,4,0,3,1,1,3,0,3,0,7,0,0,4,4,0,0,0,65
梅ケ丘,309,504,5,0,1,2,6,2,9,13,17,14,30,22,32,39,49,41,67,58,73,75,100,76,84,83,80,63,77,62,53,46,61,56,44,31,25,26,30,15,15,30,38,19,19,14,6,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
豪徳寺,310,419,5,0,1,2,6,2,9,13,17,14,31,21,32,40,48,42,68,58,73,75,100,77,84,84,81,63,78,63,53,47,61,56,45,31,26,26,31,15,15,31,38,19,19,14,6,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
経堂,311,1360,11,0,2,1,5,0,1,1,7,45,10,10,23,54,23,25,32,37,71,96,46,84,76,100,47,64,54,82,74,63,24,79,58,25,12,12,40,9,16,11,18,41,3,6,7,7,0,5,5,0,3,0,4,3,3,0,3,3,0,3,3,0,0,1,1,0,0,3,0,0,0,2,2,13
千歳船橋,312,1153,5,2,2,0,0,1,3,5,7,5,29,16,24,16,24,55,48,31,37,48,52,23,23,31,56,35,85,42,100,64,47,63,78,57,70,21,19,65,22,27,24,12,11,7,3,3,6,6,0,5,0,2,2,1,3,2,2,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,6
祖師ケ谷大蔵,313,795,0,0,0,8,32,23,7,5,42,12,12,9,22,23,25,19,45,70,49,46,70,52,44,8,40,63,55,69,100,54,62,64,25,9,9,13,12,0,9,9,2,0,2,26,23,14,0,0,0,26,26,0,0,0,0,0,0,91,95,0,0,0,2,2,0,0,0,0,0,0,0,0,0,21
成城学園前,314,2745,7,5,1,0,0,15,14,10,9,14,20,30,27,21,34,32,28,25,71,100,77,48,76,74,87,39,54,52,49,29,41,47,19,25,16,17,23,19,11,14,21,15,6,7,2,1,14,3,4,2,0,20,31,3,4,4,0,0,0,0,0,0,0,0,6,6,0,0,2,3,1,1,1,30
喜多見,315,513,5,0,1,2,7,2,9,13,17,14,30,22,32,39,48,41,68,58,73,75,100,76,84,83,80,63,77,62,53,46,61,56,45,31,25,26,30,15,15,30,38,19,19,14,7,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
狛江,316,1295,0,5,1,1,1,4,13,10,8,10,11,9,19,19,43,51,34,38,100,85,44,84,52,58,59,82,37,39,20,36,21,22,34,20,34,27,10,26,9,11,3,0,0,1,25,23,0,0,14,19,5,7,7,0,20,20,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5,5,15
和泉多摩川,317,236,5,0,1,2,6,2,9,13,17,14,30,22,32,39,48,41,67,58,73,75,100,76,84,83,80,63,77,62,53,46,61,56,44,31,25,26,30,15,15,30,38,19,19,14,6,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
鶴川,318,2427,6,7,3,11,12,28,29,2,10,23,12,29,28,12,31,43,14,92,34,66,21,100,48,44,27,30,25,27,17,21,32,37,1,7,15,0,4,1,0,12,6,4,0,0,0,2,2,0,0,0,0,3,1,1,0,2,0,0,0,0,5,9,1,2,6,0,3,11,2,0,2,2,1,8
玉川学園前,319,1290,10,0,0,0,2,1,1,2,25,28,10,18,9,0,50,33,7,37,100,34,92,52,38,52,31,30,28,32,14,24,38,9,19,37,8,12,0,12,1,2,1,2,7,10,7,1,3,1,28,2,10,0,11,11,22,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,22
小田急永山,320,542,3,0,0,2,1,7,19,9,17,19,9,18,12,26,33,69,64,64,77,57,74,71,55,69,52,57,72,100,96,50,75,45,15,23,12,17,22,14,9,10,14,6,3,3,7,9,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,9,0,0,0,3,0,1,28
小田急多摩センター,321,888,3,0,0,2,1,7,19,9,17,19,10,18,12,26,32,68,63,64,77,57,74,71,55,69,51,57,72,100,96,51,75,46,15,24,12,17,22,13,9,11,14,6,3,3,7,9,1,1,6,24,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,9,0,0,0,3,0,1,29
唐木田,322,303,3,0,0,2,1,7,19,8,17,19,9,18,12,26,33,68,64,65,77,57,74,71,55,69,51,57,72,100,96,50,75,45,15,24,12,17,22,13,8,10,14,6,3,3,7,8,1,1,6,24,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,29
代官山,323,594,5,0,0,0,0,3,1,1,1,1,1,5,6,13,9,7,13,20,36,32,30,57,42,50,53,70,65,74,76,70,100,86,62,55,47,43,39,45,29,22,19,22,14,14,10,12,10,3,8,10,15,12,6,10,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
中目黒,324,4632,1,1,2,1,3,6,7,10,11,11,16,30,33,21,35,37,64,65,100,94,67,55,63,53,63,62,75,62,75,81,63,75,73,63,54,56,47,28,27,32,25,28,22,21,13,12,12,5,5,5,0,7,10,4,2,2,0,0,1,3,3,1,0,0,2,1,2,0,1,1,4,3,0,21
祐天寺,325,476,5,0,1,2,6,2,9,13,17,14,30,22,32,39,48,41,68,59,73,75,100,77,84,83,81,64,77,63,53,46,61,56,44,31,26,26,30,15,15,30,38,19,19,14,6,13,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
学芸大学,326,1190,4,0,3,3,1,6,17,14,16,11,10,30,30,14,31,31,42,74,67,69,73,43,68,100,89,75,80,84,74,66,31,25,47,48,27,22,22,36,38,36,26,39,34,5,14,11,0,5,5,27,39,3,0,0,0,0,5,5,0,0,5,5,0,21,7,2,0,2,7,4,0,0,0,40
都立大学,327,1096,10,10,10,0,0,0,4,4,8,10,2,38,29,28,48,58,73,60,24,23,59,67,89,100,88,53,58,62,59,78,71,58,45,26,18,30,27,50,56,31,15,5,3,0,2,2,8,4,31,13,24,17,8,0,7,11,4,0,0,0,4,4,0,5,5,0,0,0,0,0,0,4,4,44
自由が丘,328,4336,8,2,1,5,4,1,3,6,8,11,33,29,30,37,29,39,58,82,67,50,61,64,66,100,85,73,83,86,77,67,67,41,39,53,35,30,44,34,21,15,19,24,16,10,8,7,8,8,8,8,3,6,9,14,13,3,10,6,8,7,2,0,0,3,0,1,9,0,4,6,0,0,0,76
田園調布,329,651,3,0,0,1,0,3,3,4,9,9,11,3,21,11,17,28,45,39,55,67,78,88,100,76,82,93,88,82,70,46,61,55,35,31,21,27,21,23,9,10,5,9,9,9,5,9,18,0,0,0,1,0,0,1,1,5,5,0,0,0,3,3,0,0,1,3,0,0,0,1,0,1,1,49
多摩川,330,3041,4,4,2,3,4,1,0,5,0,5,12,3,10,7,29,37,47,40,21,64,60,59,43,43,49,100,25,39,24,23,49,30,16,28,44,14,20,1,6,9,5,2,9,29,18,2,6,2,2,5,5,1,0,19,19,0,0,1,1,3,0,4,0,0,1,1,0,0,0,0,0,0,0,13
不動前,331,552,3,0,0,1,0,3,3,4,9,9,11,3,21,11,17,28,46,38,55,67,78,89,100,76,82,93,89,83,71,46,61,55,35,32,21,26,21,23,9,10,5,9,9,9,5,9,18,0,0,0,1,0,0,1,1,5,5,0,0,0,3,3,0,0,1,3,0,0,0,1,0,1,1,50
武蔵小山,332,1141,15,3,0,0,0,2,2,3,2,3,8,10,2,10,13,32,17,100,36,13,14,16,15,16,22,48,61,39,25,28,20,78,77,28,15,25,5,8,22,33,13,11,9,2,4,4,0,19,0,0,0,0,0,0,0,9,13,13,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,23
西小山,333,665,3,0,0,1,0,3,3,4,9,9,11,3,21,11,17,28,45,38,55,67,78,89,100,76,81,93,89,83,70,46,61,55,35,32,20,26,20,23,9,10,5,9,9,9,5,9,18,0,0,0,1,0,0,1,1,5,5,0,0,0,3,3,0,0,1,3,0,0,0,1,0,1,1,49
洗足,334,225,5,0,1,2,7,2,9,13,17,14,31,21,32,40,48,41,68,59,74,76,100,76,84,84,81,64,78,63,54,47,61,56,44,32,25,27,31,15,15,31,38,20,20,14,7,12,0,8,0,8,1,4,8,4,4,8,4,0,2,1,1,4,0,2,0,8,0,0,4,4,0,0,0,65
大岡山,335,1454,3,0,0,2,4,3,0,0,2,10,11,3,18,11,31,16,17,10,37,13,46,21,45,72,38,39,62,71,100,76,57,20,14,41,55,59,25,22,27,12,16,12,11,5,6,7,0,0,2,10,3,6,0,3,4,0,0,12,25,8,0,0,0,0,6,0,0,16,0,0,0,0,0,21
奥沢,336,213,5,0,1,2,7,2,9,13,17,14,30,22,32,39,48,41,68,58,73,75,100,76,84,84,80,63,77,62,53,46,61,56,45,31,25,26,30,15,15,30,38,19,19,14,7,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
池尻大橋,337,1667,10,0,0,0,0,1,1,4,6,4,2,15,23,20,6,5,31,12,42,36,19,15,28,9,10,28,43,35,100,90,13,18,25,26,23,5,4,10,8,28,3,1,8,18,9,1,12,3,1,3,3,3,3,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,18
三軒茶屋,338,2566,9,0,0,1,0,4,4,5,9,12,9,8,30,13,17,28,38,58,70,51,49,48,40,61,62,56,72,100,69,55,55,55,31,36,39,28,35,35,23,26,18,9,10,26,24,12,9,4,2,5,13,10,0,2,4,10,0,0,0,0,0,1,0,1,2,5,0,0,1,0,0,0,1,36
駒沢大学,339,1298,16,0,0,2,0,0,5,25,4,17,44,53,51,27,45,49,27,20,23,80,87,60,50,56,45,40,63,79,100,58,35,39,64,63,66,58,31,27,15,40,42,32,15,18,10,30,8,23,28,9,9,5,0,5,10,7,2,0,0,0,3,3,0,2,2,0,0,0,2,4,5,2,0,39
桜新町,340,1261,0,0,0,0,4,19,21,24,32,51,22,45,60,39,75,100,55,56,54,56,56,67,52,72,27,35,66,97,65,53,28,3,18,20,19,34,29,20,23,28,9,4,2,3,16,24,23,16,0,0,0,12,0,6,0,0,0,0,0,0,0,3,3,2,0,3,0,0,0,0,0,0,4,51
用賀,341,1449,2,2,2,9,16,25,21,15,27,21,30,52,63,74,64,98,63,43,36,98,49,46,65,55,50,100,71,45,31,14,33,26,20,17,32,53,26,10,15,17,11,19,23,19,3,0,0,2,2,0,2,2,0,1,1,0,8,8,0,0,0,0,0,0,0,14,14,0,0,0,0,2,2,34
二子玉川,342,4319,5,0,1,4,8,8,9,15,21,19,30,28,38,50,51,61,77,80,85,91,94,88,91,100,95,78,83,79,56,50,61,65,50,38,36,31,34,23,17,21,37,20,22,13,9,9,11,9,2,6,3,0,11,6,7,8,9,0,3,5,1,4,3,2,2,7,4,0,4,4,0,0,1,57
つくし野,343,204,3,0,0,2,1,7,19,8,17,19,9,18,12,25,32,68,63,64,76,56,74,71,54,69,51,56,72,100,96,50,75,46,15,24,12,17,22,13,8,10,14,6,3,3,7,8,1,1,6,24,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
すずかけ台,344,202,3,0,0,2,1,7,19,8,17,19,9,18,12,25,32,68,63,64,76,56,73,70,54,69,51,56,71,100,96,50,74,46,15,23,12,17,22,13,8,10,14,6,3,3,7,8,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
南町田,345,523,3,0,0,2,1,8,19,8,17,19,9,18,13,26,32,68,63,65,77,56,73,71,55,69,51,56,72,100,95,50,74,45,15,24,13,17,22,13,8,10,14,6,3,3,8,8,1,1,6,24,13,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
下神明,346,152,3,0,0,1,0,3,3,4,8,8,11,3,21,11,17,28,46,38,55,67,78,88,100,76,82,92,88,82,71,46,61,55,35,31,21,26,21,23,9,10,5,9,9,9,5,9,18,0,0,0,1,0,0,1,1,5,5,0,0,0,2,2,0,0,1,2,0,0,0,1,0,1,1,50
