name,st_id,passengers,bef0600,af0600,af0605,af0610,af0615,af0620,af0625,af0630,af0635,af0640,af0645,af0650,af0655,af0700,af0705,af0710,af0715,af0720,af0725,af0730,af0735,af0740,af0745,af0750,af0755,af0800,af0805,af0810,af0815,af0820,af0825,af0830,af0835,af0840,af0845,af0850,af0855,af0900,af0905,af0910,af0915,af0920,af0925,af0930,af0935,af0940,af0945,af0950,af0955,af1000,af1005,af1010,af1015,af1020,af1025,af1030,af1035,af1040,af1045,af1050,af1055,af1100,af1105,af1110,af1115,af1120,af1125,af1130,af1135,af1140,af1145,af1150,af1155,af1200
京成上野,225,946,5,0,0,0,0,3,1,1,1,1,1,5,6,13,9,7,13,20,36,32,30,57,42,50,53,70,66,74,76,71,100,86,63,55,47,43,39,45,30,22,19,22,15,15,10,13,10,3,8,10,15,13,6,10,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
新三河島,226,112,5,0,0,0,0,2,1,1,1,0,1,5,6,13,9,7,13,20,35,33,30,58,42,50,52,69,66,74,75,70,100,85,62,54,47,43,39,45,29,21,18,21,14,14,10,12,10,3,8,10,15,12,6,10,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35
町屋,227,1249,14,0,0,0,2,0,7,11,13,16,5,4,23,10,15,33,18,77,100,90,59,54,65,34,36,63,16,72,50,42,13,10,43,45,18,21,16,20,16,6,0,0,13,13,16,12,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,10,10,0,0,2,2,0,0,0,7
千住大橋,228,259,8,2,0,0,0,0,1,9,20,32,45,22,33,15,30,36,20,70,58,76,52,75,85,80,100,83,77,93,71,61,54,33,32,29,22,26,28,20,18,2,15,1,0,18,15,11,62,1,0,2,5,0,0,5,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
京成関屋,229,417,8,2,0,0,0,0,1,9,20,31,46,22,33,14,30,36,20,70,58,76,52,76,85,80,100,83,77,94,71,61,54,33,32,29,22,26,29,20,18,2,15,1,0,18,15,11,63,1,0,2,5,0,0,5,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
堀切菖蒲園,230,1353,14,0,3,3,0,2,2,4,2,13,77,100,36,10,7,9,14,61,89,45,38,47,20,37,45,35,16,16,13,19,15,10,26,22,28,32,33,39,13,34,29,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
お花茶屋,231,551,8,2,0,0,0,0,1,9,20,31,45,21,33,15,30,36,20,70,58,76,52,75,85,80,100,83,77,94,71,61,54,33,32,29,22,26,29,20,18,2,15,1,0,18,15,11,62,1,0,2,5,0,0,4,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
青砥,232,6777,7,2,5,5,3,2,10,16,14,13,16,12,25,13,30,62,51,68,56,48,63,100,63,58,60,95,64,64,55,50,40,25,16,29,33,25,15,11,9,10,10,6,6,10,11,9,3,2,1,8,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,4,6,5,41
京成高砂,233,5070,9,0,3,4,3,6,8,9,8,9,9,25,36,33,36,47,100,74,33,47,86,46,53,51,99,69,44,46,46,46,31,20,25,29,20,11,7,8,10,9,2,5,12,11,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,9,17,1,16
京成小岩,234,304,8,2,0,0,0,0,1,9,21,31,46,22,33,14,30,36,21,71,58,76,52,75,85,80,100,83,77,94,72,61,54,33,32,29,22,26,28,21,18,2,15,1,0,18,15,11,63,1,0,2,5,0,0,4,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
江戸川,235,100,9,3,0,0,1,0,1,10,21,32,46,22,34,15,31,37,21,71,59,77,53,76,86,81,100,84,78,94,72,62,55,34,33,30,23,27,28,21,19,3,16,1,0,19,16,12,63,1,0,3,6,1,0,5,3,3,6,7,4,0,1,3,1,0,0,0,0,0,1,0,0,3,3,20
京成曳舟,236,315,8,2,0,0,0,0,1,9,20,32,46,21,33,14,30,36,20,70,59,76,53,75,86,80,100,83,77,93,72,61,54,33,32,29,22,26,28,20,18,2,15,1,0,18,15,11,62,1,0,2,5,0,0,5,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
八広,237,202,8,2,0,0,0,0,1,9,20,32,46,21,33,14,30,36,20,70,58,77,52,76,86,81,100,84,78,94,72,61,54,33,32,29,22,26,29,20,18,2,15,1,0,18,15,11,62,1,0,2,5,0,0,4,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
四ツ木,238,1742,23,2,1,0,0,0,2,3,19,35,27,11,32,20,13,23,93,100,20,47,44,39,31,18,26,22,13,14,11,7,6,12,12,16,21,9,3,4,9,5,0,0,2,2,0,6,6,11,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4
京成立石,239,649,15,4,4,2,2,9,0,24,28,16,30,34,31,18,50,34,41,68,77,49,53,73,83,100,55,96,93,75,82,82,48,28,29,13,16,12,6,11,2,35,35,0,2,7,4,8,12,3,0,2,0,0,12,0,2,0,2,0,5,0,0,0,2,2,0,0,8,0,0,0,0,0,0,92
柴又,240,158,8,2,0,0,0,0,1,9,20,31,46,22,33,14,31,36,20,70,58,77,53,75,86,81,100,84,77,94,72,62,55,33,32,29,22,26,29,20,18,2,15,1,0,18,15,11,63,1,0,2,5,0,0,5,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
京成金町,241,418,8,2,0,0,0,0,1,9,21,32,45,22,33,15,30,36,21,71,59,77,53,76,86,80,100,83,77,94,72,61,55,33,32,29,22,26,28,21,18,2,15,1,0,18,15,11,63,1,0,2,5,0,0,5,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
笹塚,242,2558,4,4,0,0,1,0,2,5,0,4,10,13,17,22,39,41,50,25,32,39,62,64,75,82,82,90,81,79,100,77,59,43,60,64,71,36,62,40,43,59,52,29,12,2,20,34,28,6,20,25,12,4,8,9,4,1,4,0,6,0,1,1,13,0,2,0,4,4,0,0,3,0,0,87
代田橋,243,302,5,0,1,2,6,2,9,13,17,14,30,21,32,40,49,42,67,58,73,75,100,77,84,84,81,63,78,62,53,47,61,56,45,31,25,26,30,15,15,30,38,19,19,14,6,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
明大前,244,4577,6,0,0,0,0,2,2,1,4,11,13,17,23,14,21,38,44,45,65,44,100,73,85,83,77,90,62,67,99,70,51,43,71,55,53,34,28,18,17,26,14,26,14,17,21,12,27,22,14,23,12,17,15,18,9,8,6,1,5,8,4,1,4,3,2,5,3,18,0,4,17,6,1,78
下高井戸,245,1220,0,0,0,0,5,0,0,4,2,1,14,4,2,12,15,5,50,88,43,56,47,46,46,100,60,72,23,22,40,27,24,45,28,21,27,15,21,28,27,11,25,29,17,8,20,18,25,6,2,0,9,0,0,0,7,1,12,0,0,0,1,0,4,0,7,6,12,0,0,1,2,0,0,40
桜上水,246,1442,7,0,0,0,0,0,0,7,3,18,24,4,6,9,19,41,32,24,19,23,53,58,41,100,40,69,30,20,27,12,25,14,20,27,22,10,8,8,18,4,10,4,9,11,6,9,4,15,0,3,0,7,4,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26
上北沢,247,241,5,0,1,2,7,2,9,13,17,14,30,21,32,39,48,41,67,58,73,75,100,76,84,83,80,63,78,62,53,46,61,56,44,31,25,26,30,15,15,30,38,19,19,14,7,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
八幡山,248,655,5,0,1,3,7,3,9,13,18,14,30,21,32,40,49,41,67,58,73,75,100,76,84,83,81,63,78,63,54,46,61,56,45,31,25,27,30,15,15,30,38,19,19,14,7,12,0,9,0,7,1,4,7,4,3,7,4,0,3,1,1,3,0,3,0,7,0,0,4,4,0,0,0,65
芦花公園,249,224,5,0,1,2,6,2,9,13,17,14,30,21,32,39,48,41,67,58,73,75,100,76,84,83,80,63,77,62,54,46,61,56,44,31,25,26,30,15,15,30,38,19,19,14,6,12,0,8,0,8,1,4,8,4,4,8,4,0,2,1,1,4,0,2,0,8,0,0,4,4,0,0,0,65
千歳烏山,250,1959,3,0,4,0,0,0,11,1,15,16,13,21,26,18,47,71,62,50,46,34,56,68,100,73,35,67,93,60,46,56,42,48,29,44,21,25,8,10,19,10,16,8,11,0,2,1,0,0,7,1,20,0,0,0,0,0,3,0,0,0,3,1,1,1,0,0,1,1,3,0,11,0,0,22
仙川,251,1916,0,0,0,0,0,1,2,1,0,6,14,3,8,26,28,32,14,87,100,38,25,18,80,36,20,17,31,23,12,20,21,22,10,23,7,5,3,2,17,10,3,0,9,11,5,0,4,2,9,0,1,3,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,21,36
つつじケ丘,252,2360,7,0,2,0,0,7,2,2,6,13,16,13,24,41,47,49,42,39,81,48,100,57,58,50,50,35,32,41,45,36,39,48,39,33,9,7,7,3,16,14,6,12,3,7,3,11,4,2,5,8,5,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,3,35
柴崎,253,313,3,0,0,2,1,7,19,8,17,19,9,18,12,25,32,69,63,64,76,57,74,71,54,69,52,57,72,100,96,50,75,46,15,23,12,17,22,13,8,10,15,6,3,3,7,8,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,29
国領,254,1783,7,0,0,2,9,0,3,8,14,2,2,8,47,9,50,57,24,13,27,31,9,100,82,25,12,12,22,12,5,23,15,20,5,19,5,4,4,4,2,2,8,6,13,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,3,0,5,0,0,0,0,0,2,2,0,3
布田,255,290,3,0,0,2,1,7,20,8,17,20,10,18,12,25,32,68,64,65,77,57,74,71,55,70,52,57,72,100,96,51,75,45,15,24,12,17,22,13,8,11,14,6,3,3,7,8,1,1,6,24,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
調布,256,5777,4,0,0,1,9,2,2,15,6,23,14,28,30,56,33,61,65,71,60,92,60,73,100,67,65,86,58,45,60,68,48,33,37,28,18,22,27,28,15,13,13,16,11,9,7,4,9,6,8,18,12,7,14,8,6,6,4,4,3,6,3,1,4,0,2,5,3,0,0,3,9,3,4,58
西調布,257,306,3,0,0,2,1,7,19,8,17,19,9,18,12,25,33,68,64,65,77,56,74,70,54,69,51,56,71,100,96,50,75,46,16,23,12,17,22,13,8,10,15,6,3,3,7,8,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
飛田給,258,519,3,0,0,2,1,7,19,9,17,19,10,18,12,26,32,68,63,64,76,57,73,71,55,69,51,57,72,100,95,50,74,45,15,24,12,17,22,13,9,10,14,6,3,3,7,9,1,1,6,24,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,9,0,0,0,3,0,1,28
武蔵野台,259,452,3,0,0,2,1,7,19,9,17,19,9,18,12,25,32,68,63,65,76,57,74,71,55,69,51,57,72,100,96,50,75,46,15,23,12,17,22,13,9,11,14,6,3,3,7,9,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,9,0,0,0,3,0,1,28
多磨霊園,260,226,3,0,0,2,1,7,19,8,17,19,9,18,12,26,32,69,64,65,76,57,73,71,54,69,51,57,72,100,96,50,75,46,15,23,12,17,22,13,8,11,15,6,3,3,7,8,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
東府中,261,377,3,0,0,2,1,7,19,9,17,19,9,18,12,25,32,68,63,64,76,57,74,71,54,69,51,57,72,100,96,50,75,45,15,23,12,17,22,13,9,10,14,6,3,3,7,9,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,9,0,0,0,3,0,1,28
府中,262,2596,2,0,0,1,2,0,10,0,22,5,26,10,4,3,20,19,10,37,16,36,23,30,27,33,13,100,23,21,12,11,15,6,6,9,2,9,1,2,2,16,4,6,3,3,2,1,7,6,0,1,1,1,0,9,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,17
中河原,263,1029,1,1,0,0,1,7,0,16,18,29,11,71,48,29,19,17,59,61,9,56,58,100,85,24,17,24,6,24,44,12,4,0,3,25,25,14,1,8,1,0,0,8,8,4,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,58
聖蹟桜ケ丘,264,1717,1,3,4,0,10,14,6,8,7,19,39,13,18,100,56,46,55,33,32,27,22,11,41,35,50,74,48,46,23,18,21,19,9,3,11,3,0,14,13,0,4,1,5,5,0,16,11,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
百草園,265,133,3,0,0,2,1,7,19,9,17,19,9,18,12,25,32,68,63,64,76,57,73,70,54,69,51,57,72,100,95,50,75,45,15,24,12,17,22,13,9,10,15,6,3,3,7,9,1,1,6,24,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,9,0,0,0,3,0,1,28
高幡不動,266,1371,1,2,0,0,6,2,17,24,35,10,16,19,56,50,52,45,82,69,55,100,52,69,71,69,67,36,36,38,28,24,18,12,44,24,21,20,20,15,17,18,26,44,5,21,10,1,9,14,1,2,2,0,9,12,0,4,86,5,63,5,8,8,4,30,0,0,13,0,0,0,13,0,1,55
南平,267,186,3,0,0,2,1,8,19,8,17,19,9,18,12,25,32,68,63,65,77,56,74,70,55,69,52,56,72,100,96,51,75,46,15,24,12,17,22,13,8,10,15,6,3,3,8,8,1,1,6,24,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,29
平山城址公園,268,148,3,0,0,2,1,7,19,8,17,19,9,18,12,25,32,68,63,64,77,56,73,70,54,69,52,56,71,100,95,50,75,45,15,23,12,17,22,13,8,10,14,6,3,3,7,8,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,29
長沼,269,63,1,4,0,7,3,9,4,14,7,4,12,50,46,39,47,53,55,34,96,61,93,88,90,100,92,39,42,39,44,65,88,84,28,28,20,12,17,17,3,4,26,30,7,1,38,1,17,7,6,6,14,0,0,26,1,1,3,4,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,41
北野,270,2110,1,0,3,2,12,2,10,3,44,27,20,36,18,29,64,53,87,35,66,53,30,45,37,42,31,30,90,20,100,29,34,57,42,22,5,2,8,9,10,8,4,5,4,18,3,0,5,2,10,4,23,26,1,0,0,0,7,13,0,0,0,0,3,2,2,0,3,0,0,0,0,0,0,14
京王八王子,271,1334,4,2,2,3,3,0,7,100,92,17,23,32,16,25,19,74,7,19,1,38,1,35,3,69,15,6,28,5,13,8,20,25,7,46,5,8,0,0,0,0,12,12,0,0,21,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
初台,272,1229,5,0,0,0,0,3,1,1,1,1,1,5,6,13,9,7,13,20,36,32,31,57,42,49,53,70,66,74,76,71,100,86,63,55,48,44,40,45,30,22,18,22,14,14,10,13,10,3,9,10,15,13,6,10,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
幡ケ谷,273,611,5,0,0,0,0,2,1,1,1,0,1,5,7,13,9,7,13,20,36,32,30,57,42,49,53,70,66,74,76,71,100,86,63,54,47,44,39,45,29,22,18,22,14,14,10,12,10,3,9,10,15,12,7,10,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,36
京王多摩川,274,306,3,0,0,2,1,7,19,8,17,19,9,18,12,25,33,68,64,65,77,56,74,70,54,69,51,56,72,100,96,50,75,46,16,23,12,17,22,13,8,10,15,6,3,3,7,8,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,29
京王よみうりランド,275,246,3,0,0,2,1,7,19,8,17,19,9,18,13,26,32,68,63,65,76,56,73,71,54,69,52,56,71,100,95,50,75,45,15,23,13,17,22,13,8,10,15,6,3,3,7,8,1,1,6,23,13,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
稲城,276,373,3,0,0,2,1,8,19,8,17,19,9,18,12,26,32,68,64,65,77,57,74,71,55,69,52,57,72,100,96,50,75,46,15,24,12,17,22,13,8,10,15,6,3,3,8,8,1,1,6,24,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
京王永山,277,1380,4,3,0,0,6,2,5,0,9,34,38,32,33,10,28,43,14,15,27,36,17,18,100,77,29,42,31,66,22,24,12,12,26,9,21,6,0,2,13,2,11,0,0,1,1,1,3,3,0,0,1,1,0,0,0,0,0,11,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,31
京王多摩センター,278,974,7,0,0,3,0,14,0,13,1,62,18,61,20,30,41,50,28,57,16,77,52,100,38,38,56,87,20,18,38,43,6,60,40,30,22,6,6,12,7,7,8,6,13,0,1,8,10,10,0,0,1,0,2,5,0,12,0,1,0,27,0,1,0,0,0,0,2,0,2,0,15,0,0,25
京王堀之内,279,506,1,4,0,7,3,10,4,15,7,4,14,50,45,39,48,55,55,35,98,61,94,89,91,100,91,39,42,39,45,66,89,84,30,28,20,12,17,18,3,5,27,30,9,2,38,2,17,9,6,6,15,0,0,27,1,2,3,4,0,0,0,0,2,0,4,0,0,1,0,0,0,0,2,42
南大沢,280,1087,17,0,17,0,5,1,16,11,35,26,50,16,56,17,70,47,24,11,100,93,58,24,56,35,14,25,97,28,16,18,80,63,31,47,4,13,0,5,7,8,7,18,34,1,0,4,1,4,1,1,0,14,0,3,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,29
多摩境,281,356,3,0,0,2,1,7,19,8,17,19,9,18,12,25,32,68,64,64,76,57,74,71,55,69,51,57,72,100,96,50,75,46,16,23,12,17,22,13,8,10,14,6,3,3,7,8,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,8,0,0,0,3,0,1,28
府中競馬正門前,282,55,3,0,0,1,1,7,20,9,18,20,9,18,12,25,32,69,63,65,78,56,74,70,54,70,52,56,72,100,96,50,74,45,14,23,12,18,21,12,9,10,14,5,3,3,7,9,1,1,5,23,12,5,0,3,0,0,1,1,3,0,3,0,3,3,3,5,9,0,0,0,3,0,1,29
多摩動物公園,283,155,3,0,0,2,1,7,20,9,18,20,9,18,12,25,32,69,63,65,77,56,74,70,54,70,52,56,72,100,96,50,75,45,15,23,12,18,22,13,9,10,14,6,3,3,7,9,1,1,6,23,12,5,0,4,0,0,2,1,4,0,3,0,3,3,3,6,9,0,0,0,3,0,1,29
京王片倉,284,78,1,3,0,7,3,10,3,14,7,3,14,50,44,39,47,55,55,35,97,61,93,89,91,100,91,39,42,39,44,65,89,84,29,28,20,12,17,17,3,5,26,30,8,2,38,2,17,8,6,6,14,0,0,26,1,2,3,3,0,0,0,0,2,0,3,0,0,1,0,0,0,0,2,41
山田,285,80,1,5,0,7,3,10,5,15,7,5,13,51,46,40,47,55,56,36,98,62,93,90,91,100,92,40,42,40,45,66,90,85,30,28,20,12,17,18,3,5,26,31,8,2,38,2,17,8,6,6,15,0,0,27,1,2,3,5,0,0,0,0,2,0,5,0,0,1,0,0,0,0,2,41
めじろ台,286,266,1,4,0,7,3,10,4,15,7,4,13,51,45,39,48,54,56,35,98,62,93,89,90,100,92,39,42,39,45,66,89,84,30,28,20,12,17,18,3,5,27,30,9,2,38,2,17,9,6,6,15,0,0,27,1,2,3,4,0,0,0,0,2,0,4,0,0,1,0,0,0,0,2,42
狭間,287,122,1,4,0,7,4,10,4,14,7,4,13,50,45,40,47,54,55,36,98,62,94,90,90,100,91,40,42,40,45,66,90,85,29,28,20,12,18,18,4,5,27,31,9,2,38,2,18,9,6,6,14,0,0,27,1,2,4,4,0,0,0,0,2,0,4,0,0,1,0,0,0,0,2,41
高尾山口,288,174,1,4,0,7,4,10,4,14,7,4,13,51,45,40,48,55,55,35,98,62,94,90,91,100,91,40,43,40,44,66,90,85,29,28,20,12,17,18,4,5,27,31,8,2,39,2,17,8,6,6,14,0,0,27,1,2,4,4,0,0,0,0,2,0,4,0,0,1,0,0,0,0,2,41
神泉,289,206,5,0,0,0,0,2,1,1,1,0,1,5,6,13,9,7,13,20,35,33,31,57,42,50,52,69,66,74,76,70,100,85,63,54,48,43,39,46,30,21,18,21,15,15,10,12,10,3,8,10,15,12,6,10,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35
