name,st_id,passengers,bef0600,af0600,af0605,af0610,af0615,af0620,af0625,af0630,af0635,af0640,af0645,af0650,af0655,af0700,af0705,af0710,af0715,af0720,af0725,af0730,af0735,af0740,af0745,af0750,af0755,af0800,af0805,af0810,af0815,af0820,af0825,af0830,af0835,af0840,af0845,af0850,af0855,af0900,af0905,af0910,af0915,af0920,af0925,af0930,af0935,af0940,af0945,af0950,af0955,af1000,af1005,af1010,af1015,af1020,af1025,af1030,af1035,af1040,af1045,af1050,af1055,af1100,af1105,af1110,af1115,af1120,af1125,af1130,af1135,af1140,af1145,af1150,af1155,af1200
鮫洲,386,191,3,0,0,1,0,3,3,4,8,8,11,3,21,11,17,28,45,38,55,67,78,89,100,76,81,92,89,82,70,46,61,55,35,31,20,26,20,23,9,10,5,9,9,9,5,9,18,0,0,0,1,0,0,1,1,5,5,0,0,0,2,2,0,0,1,2,0,0,0,1,0,1,1,49
立会川,387,337,3,0,0,1,0,3,3,4,8,8,11,3,21,11,17,28,45,38,55,67,78,89,100,76,81,92,89,82,70,46,61,55,35,32,20,27,20,23,9,10,5,9,9,9,5,9,18,0,0,0,1,0,0,1,1,5,5,0,0,0,2,2,0,0,1,2,0,0,0,1,0,1,1,49
大森海岸,388,258,3,0,0,1,0,3,3,4,8,8,11,3,21,11,17,28,45,38,55,67,79,89,100,77,82,93,89,82,70,46,62,55,35,31,20,26,20,23,9,10,5,9,9,9,5,9,18,0,0,0,1,0,0,1,1,5,5,0,0,0,2,2,0,0,1,2,0,0,0,1,0,1,1,50
平和島,389,1199,17,0,0,2,2,5,5,16,16,5,11,9,71,17,40,84,21,100,84,95,44,53,84,83,62,79,76,69,20,31,71,51,39,31,29,35,36,34,46,52,6,5,5,19,9,2,0,0,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,17
大森町,390,378,3,0,0,1,0,3,3,4,8,8,11,3,21,11,17,28,45,38,55,67,78,88,100,76,82,92,88,82,70,46,61,55,35,32,20,26,20,23,9,10,5,9,9,9,5,9,18,0,0,0,1,0,0,1,1,5,5,0,0,0,2,2,0,0,1,2,0,0,0,1,0,1,1,50
梅屋敷,391,280,3,0,0,1,0,3,3,5,8,8,11,3,21,11,17,28,45,38,55,67,78,88,100,76,82,92,88,82,71,46,61,55,35,31,20,26,20,23,10,10,5,10,10,10,5,10,18,0,0,0,1,0,0,1,1,5,5,0,0,0,2,2,0,0,1,2,0,0,0,1,0,1,1,50
京急蒲田,392,3745,2,0,0,9,9,0,1,3,2,14,10,12,6,6,27,25,42,60,60,40,40,49,70,100,55,47,56,86,67,60,57,45,38,57,29,36,20,10,18,30,18,8,13,7,8,1,1,1,5,11,3,1,2,0,0,0,0,3,3,1,10,13,0,1,0,0,3,4,6,6,0,0,1,36
雑色,393,1231,12,0,3,1,1,1,1,0,46,28,21,34,28,23,43,16,10,0,11,11,22,46,64,69,36,22,87,100,52,33,14,14,9,7,9,14,5,11,17,17,3,5,2,0,9,9,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9
六郷土手,394,279,3,0,0,1,0,3,3,5,8,8,11,3,21,11,17,28,45,38,55,67,78,88,100,77,82,92,88,82,70,46,62,55,35,31,20,26,20,23,10,10,5,10,10,10,5,10,18,0,0,0,1,0,0,1,1,5,5,0,0,0,2,2,0,0,1,2,0,0,0,1,0,1,1,49
糀谷,395,1206,0,0,0,0,1,4,3,0,8,7,0,0,34,48,17,75,100,27,0,28,18,87,19,4,0,9,7,20,44,46,13,57,57,29,31,9,7,7,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0
大鳥居,396,539,3,0,0,1,0,3,3,5,8,8,11,3,21,11,17,28,45,38,56,67,78,89,100,76,82,92,89,82,71,46,61,56,35,31,20,26,20,23,10,10,5,10,10,10,5,10,18,0,0,0,1,0,0,1,1,5,5,0,0,0,2,2,0,0,1,2,0,0,0,1,0,1,1,49
穴守稲荷,397,330,3,0,0,1,0,3,3,4,8,8,11,3,21,11,17,28,45,38,55,67,78,88,100,76,81,93,88,83,70,46,61,55,35,31,20,26,20,23,10,10,5,10,10,10,5,10,18,0,0,0,1,0,0,1,1,5,5,0,0,0,3,3,0,0,1,3,0,0,0,1,0,1,1,50
天空橋,398,567,3,0,0,1,0,3,3,4,8,8,11,3,21,11,17,28,45,38,55,67,79,89,100,77,82,93,89,83,71,46,61,55,35,31,20,26,20,23,9,10,5,9,9,9,5,9,18,0,0,0,1,0,0,1,1,5,5,0,0,0,2,2,0,0,1,2,0,0,0,1,0,1,1,49
羽田空港国際線ターミナル,399,459,3,0,0,1,0,3,3,5,8,8,11,3,22,11,17,28,45,38,55,67,78,88,100,76,81,93,88,83,71,46,61,55,35,32,20,27,20,23,10,10,5,10,10,10,5,10,18,0,0,0,1,0,0,1,1,5,5,0,0,0,3,3,0,0,1,3,0,0,0,1,0,1,1,49
羽田空港国内線ターミナル,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
田原町,401,645,5,0,0,0,0,2,1,1,1,0,1,5,6,13,9,7,13,20,35,32,31,57,42,49,53,70,66,74,76,71,100,86,63,55,47,44,40,46,30,22,18,22,15,15,11,13,11,3,8,11,15,13,6,11,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35
稲荷町,402,332,5,0,0,0,0,3,1,1,1,0,1,5,6,13,9,7,13,20,35,32,31,57,42,50,53,70,66,74,76,71,100,86,62,55,47,43,40,46,30,21,18,21,15,15,10,12,10,3,9,10,15,12,6,10,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,35
上野広小路,403,478,5,0,0,0,0,2,1,1,1,1,1,5,6,13,9,7,13,20,35,32,30,57,42,50,52,70,66,74,75,70,100,85,62,55,47,43,39,46,29,21,18,21,14,14,10,12,10,3,8,10,15,12,6,10,2,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,2,1,35
末広町,404,477,5,0,0,0,0,2,1,1,1,1,1,5,6,13,9,7,13,20,36,32,30,57,42,49,53,70,66,74,76,70,100,85,62,54,48,44,40,45,29,22,18,22,14,14,10,12,10,3,9,10,15,12,6,10,2,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,2,1,36
三越前,405,2462,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,36,32,30,57,42,50,53,70,66,74,76,70,100,86,63,55,48,43,40,46,30,22,19,22,15,15,11,13,11,3,9,11,15,13,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
日本橋,406,4791,8,1,2,2,0,3,4,2,1,8,4,12,18,17,9,15,34,44,70,72,81,62,100,85,76,84,80,72,69,73,62,77,77,79,69,48,49,45,29,26,16,11,24,12,8,14,8,5,2,3,5,6,3,3,9,20,1,1,0,0,7,6,2,0,2,1,0,0,0,0,0,0,0,12
京橋,407,1172,5,0,0,0,0,2,1,1,1,1,1,5,6,13,9,7,13,20,36,32,30,57,42,50,53,70,66,74,76,70,100,86,62,55,47,44,40,45,30,22,18,22,15,15,11,12,11,3,9,11,15,12,6,11,2,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,2,1,36
銀座,408,2545,2,0,0,0,0,0,0,0,5,0,2,2,5,5,6,9,5,18,29,26,20,40,47,46,37,54,74,67,93,100,92,56,81,57,60,54,29,54,50,35,39,40,28,38,21,38,25,25,19,15,7,6,5,5,3,0,1,1,2,3,3,0,0,2,2,2,0,0,0,1,0,1,1,37
虎ノ門,409,2160,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,36,32,30,57,42,50,53,70,66,74,76,70,100,86,63,55,47,43,40,45,30,22,18,22,15,15,11,13,11,3,9,11,15,13,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
溜池山王,410,853,4,0,0,11,28,0,7,0,0,0,7,9,0,0,5,3,20,16,9,41,25,13,44,63,25,38,77,100,63,54,53,51,42,60,64,22,11,12,3,42,49,29,24,28,15,5,0,27,3,8,9,0,7,8,8,0,0,8,0,0,6,13,6,2,0,0,0,0,0,0,0,0,0,64
赤坂見附,411,2731,3,2,2,1,2,0,0,0,0,1,3,2,1,4,8,6,12,12,31,45,26,29,62,65,61,45,49,78,100,90,82,83,91,76,60,49,64,60,56,40,29,51,56,29,23,23,12,17,7,11,1,22,15,5,13,1,5,6,7,5,1,1,0,1,0,1,0,2,1,0,1,1,0,15
青山一丁目,412,1406,5,0,0,0,0,2,0,0,0,0,1,0,0,2,2,0,3,7,10,7,10,9,41,55,63,10,100,31,49,49,40,42,51,72,29,16,34,31,15,27,19,29,6,1,10,4,7,5,3,4,1,0,3,3,0,4,0,0,0,2,2,5,1,0,0,0,0,0,0,0,0,0,0,17
外苑前,413,1544,5,0,0,0,0,3,1,1,1,1,1,5,6,13,9,7,13,20,36,32,30,57,42,50,53,70,66,74,76,70,100,86,63,55,47,43,40,45,30,22,18,22,15,15,11,13,11,3,9,11,15,13,6,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
表参道,414,2800,3,0,1,4,4,1,0,3,9,4,2,1,3,20,14,10,13,48,30,34,55,56,56,64,66,61,67,86,80,100,87,64,64,90,67,71,54,44,60,36,27,38,36,40,20,19,15,17,14,14,7,6,19,6,4,3,3,3,2,11,4,5,3,2,0,0,1,0,3,4,2,1,0,46
新大塚,415,486,5,0,0,0,0,2,1,1,1,1,1,5,6,13,9,7,13,20,36,32,30,57,42,50,53,69,66,74,75,70,100,86,62,54,47,44,39,45,30,22,18,22,15,15,10,12,10,3,9,10,15,12,6,10,2,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,2,1,36
茗荷谷,416,1477,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,36,32,30,57,42,49,53,70,66,74,76,71,100,86,63,55,48,44,40,45,30,22,19,22,15,15,11,12,11,3,9,11,15,12,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
後楽園,417,888,0,3,0,0,0,0,8,0,0,0,0,0,2,3,0,0,2,13,25,2,40,17,23,43,32,57,98,71,5,20,62,83,79,26,100,62,42,28,87,22,5,2,0,15,2,19,0,7,0,11,11,11,0,0,0,16,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70
本郷三丁目,418,1481,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,35,32,30,57,42,49,53,70,66,74,76,70,100,86,62,55,48,43,39,45,30,22,18,22,14,14,11,13,11,3,9,11,15,13,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,35
淡路町,419,1475,0,2,2,0,0,0,0,0,0,0,0,2,2,71,19,3,0,1,1,11,13,13,25,41,14,16,34,31,41,27,40,46,32,24,100,15,23,13,13,33,3,8,5,13,5,1,3,11,0,1,0,18,18,1,0,0,0,0,0,0,0,4,0,0,0,0,0,11,1,2,0,0,0,4
大手町,420,7171,6,0,0,0,0,3,2,2,2,1,1,6,6,13,10,8,13,21,35,32,30,58,41,52,54,66,67,75,76,69,100,84,61,56,48,42,40,45,29,21,19,22,15,14,12,13,11,4,9,11,16,12,7,11,3,4,4,2,4,0,0,0,0,0,0,1,1,0,1,1,1,3,2,36
霞ケ関,421,1500,29,2,0,16,10,9,0,3,98,42,28,27,35,44,21,67,65,24,35,66,26,30,51,78,48,47,55,87,76,57,63,81,90,77,100,64,58,36,52,37,40,29,20,23,27,10,9,26,3,0,8,5,2,6,1,28,0,4,6,0,1,0,3,2,0,1,0,1,0,0,0,0,0,43
国会議事堂前,422,3009,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,21,36,32,30,57,42,49,53,70,66,74,76,71,100,86,63,55,47,44,40,45,30,22,19,22,15,15,11,13,11,3,9,11,15,13,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
四谷三丁目,423,877,5,0,0,0,0,2,1,1,1,1,1,5,6,13,9,7,13,20,36,32,30,57,42,49,53,70,66,74,76,70,100,85,62,55,48,44,40,45,29,22,18,22,14,14,10,12,10,3,9,10,15,12,6,10,2,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,2,1,36
新宿御苑前,424,1006,5,0,0,0,0,2,1,1,1,0,1,5,7,13,9,7,13,20,35,32,30,57,42,50,53,70,66,74,76,70,100,86,63,55,48,44,39,46,30,22,18,22,15,15,11,13,11,3,9,11,15,13,7,11,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35
新宿三丁目,425,4509,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,21,36,32,30,57,42,49,53,70,66,74,76,71,100,86,63,55,47,44,40,45,30,22,19,22,15,15,11,13,11,3,9,11,15,13,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
西新宿,426,1668,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,36,32,30,57,42,50,53,70,66,74,76,70,100,86,63,55,47,44,39,45,30,22,19,22,14,14,11,13,11,3,8,11,15,13,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
中野坂上,427,3845,2,0,0,0,3,3,0,1,2,0,1,3,1,17,18,48,88,66,23,66,61,32,25,44,32,37,100,61,33,39,26,43,14,12,15,22,16,17,13,6,9,12,5,10,6,11,2,0,1,1,1,0,0,0,30,33,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21
新中野,428,704,2,0,0,2,0,8,10,5,3,6,12,15,25,20,7,27,52,38,29,73,81,52,64,38,100,84,66,55,43,56,55,30,20,57,30,20,14,27,7,6,14,14,14,14,5,5,0,7,37,6,14,9,3,2,0,2,1,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,24
東高円寺,429,543,5,0,1,2,6,2,9,13,17,14,30,21,32,39,48,41,67,58,73,75,100,76,84,83,81,63,77,62,53,46,61,56,44,31,25,26,30,15,15,30,38,19,19,14,6,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
新高円寺,430,569,5,0,1,2,7,2,9,13,17,14,30,21,32,39,49,41,68,58,73,75,100,76,84,83,81,63,77,62,53,46,61,56,44,31,26,26,30,15,15,30,38,19,19,14,7,13,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
南阿佐ケ谷,431,416,5,0,1,2,6,2,9,13,18,14,31,21,32,39,49,41,68,58,74,75,100,77,84,83,81,63,78,62,54,46,61,56,44,31,25,26,31,15,15,31,38,19,19,14,6,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
中野新橋,432,406,2,0,0,2,0,8,10,5,3,6,12,15,24,19,7,27,52,38,29,72,82,52,63,38,100,83,66,54,42,56,54,31,19,57,31,19,14,27,7,6,14,14,14,14,5,5,0,7,36,6,14,9,3,2,0,2,1,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,23
中野富士見町,433,393,2,0,0,2,0,8,10,5,3,6,12,15,24,19,7,27,52,38,30,73,81,52,63,38,100,83,65,54,43,56,54,31,19,58,31,19,13,27,7,6,14,14,13,13,5,5,1,7,36,6,13,9,3,2,0,2,2,0,3,0,1,2,4,0,1,1,1,1,0,0,0,1,1,23
方南町,434,567,5,0,1,2,7,2,9,13,17,14,31,22,32,40,49,41,68,58,73,75,100,77,84,83,81,64,77,62,53,46,61,56,44,31,25,26,31,15,15,31,38,19,19,14,7,12,0,8,0,7,1,4,7,4,3,7,4,0,2,1,1,3,0,2,0,7,0,0,4,4,0,0,0,65
三ノ輪,435,797,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,36,32,30,57,42,49,53,70,66,74,76,71,100,86,62,55,48,44,40,46,29,22,18,22,14,14,11,13,11,3,9,11,15,13,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
入谷,436,659,5,0,0,0,0,3,1,1,1,1,1,5,6,13,9,7,13,20,35,32,30,57,42,49,53,70,66,74,76,71,100,86,63,55,47,44,40,45,30,22,18,22,15,15,10,13,10,3,8,10,15,13,6,10,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,35
仲御徒町,437,802,5,0,0,0,0,2,1,1,1,0,1,5,6,13,9,7,13,20,36,32,30,57,42,50,53,70,66,74,76,71,100,86,63,55,48,44,40,46,30,22,18,22,14,14,10,12,10,3,8,10,15,12,6,10,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,36
小伝馬町,438,769,5,0,0,0,0,2,1,1,1,1,1,5,7,13,9,7,13,20,36,32,30,57,42,49,53,70,66,73,76,71,100,86,63,55,47,43,40,46,30,21,18,21,14,14,10,13,10,3,8,10,15,13,7,10,2,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,2,1,36
人形町,439,2606,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,36,32,30,57,42,50,53,70,66,74,76,70,100,86,63,55,48,44,40,46,30,22,18,22,15,15,11,13,11,3,9,11,15,13,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
茅場町,440,3256,3,0,1,6,1,0,0,2,1,2,7,4,12,8,18,12,42,29,40,63,53,25,49,50,64,52,100,56,62,57,62,70,38,74,50,26,13,23,18,15,16,27,11,10,16,15,7,12,6,12,12,0,0,4,0,1,1,5,0,1,4,3,0,0,0,0,0,0,0,5,0,0,1,27
築地,441,1459,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,36,32,30,57,42,49,53,70,66,74,76,71,100,86,63,55,47,44,40,45,30,22,18,22,15,15,11,13,11,3,9,11,15,13,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
東銀座,442,3315,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,36,32,30,57,42,49,53,70,66,74,76,71,100,86,63,55,47,44,40,46,30,22,19,22,15,15,11,13,11,3,9,11,15,13,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
日比谷,443,3458,2,1,0,0,0,0,2,1,0,1,2,6,5,13,41,23,11,21,39,45,28,43,31,43,81,92,70,57,46,73,100,60,40,47,47,58,43,51,36,56,30,29,23,18,24,33,32,10,11,7,6,9,9,3,0,17,14,0,1,7,4,5,0,0,1,1,0,6,6,0,0,0,7,34
神谷町,444,1910,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,36,32,30,57,42,50,53,70,66,74,76,70,100,86,63,55,47,43,40,45,30,22,19,22,15,15,10,13,10,3,9,10,15,13,7,10,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
六本木,445,4521,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,21,36,32,30,57,42,49,53,70,66,74,76,71,100,86,63,55,47,44,40,46,30,22,19,22,15,15,11,13,11,3,9,11,15,13,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
広尾,446,1176,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,21,36,32,30,57,42,50,53,70,66,74,76,71,100,86,63,55,47,44,40,46,30,22,18,22,14,14,10,13,10,3,9,10,15,13,7,10,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
落合,447,508,5,0,0,0,0,2,1,1,1,0,1,5,6,13,9,7,13,20,36,32,30,57,42,50,52,70,65,74,75,70,100,86,62,54,47,43,39,45,29,22,18,22,14,14,11,12,11,3,8,11,15,12,6,11,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,36
早稲田,448,1540,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,36,32,30,57,42,50,53,70,66,74,76,70,100,86,62,55,47,44,40,45,30,22,18,22,15,15,11,12,11,3,9,11,15,12,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
神楽坂,449,782,5,0,0,0,0,2,1,1,1,1,1,5,7,13,9,7,13,20,35,32,30,57,42,50,53,70,66,74,76,70,100,86,63,54,47,43,40,45,30,21,18,21,14,14,10,12,10,3,8,10,15,12,7,10,2,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,2,1,35
九段下,450,3529,0,0,0,0,0,1,0,1,3,1,2,3,4,2,12,13,48,71,58,51,50,42,81,87,69,84,74,83,69,86,84,100,93,77,74,70,53,44,41,35,45,16,32,32,32,21,23,15,11,9,13,16,8,7,5,2,23,6,3,6,1,3,1,0,1,1,0,1,2,1,9,4,0,64
竹橋,451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
門前仲町,452,1320,3,0,0,1,2,0,10,10,5,10,11,9,14,22,39,29,39,68,92,41,29,100,73,59,28,62,61,35,47,79,88,56,57,33,35,12,3,4,71,70,21,10,19,20,0,0,0,0,7,9,2,0,1,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,11
木場,453,1274,8,2,0,0,1,0,1,9,20,32,45,22,33,14,31,36,20,70,59,76,53,75,85,80,100,83,77,94,71,62,54,33,32,29,22,26,29,20,18,2,15,1,0,18,15,11,63,1,0,2,5,1,0,5,2,2,5,6,4,0,1,2,1,0,0,0,0,0,1,0,0,2,2,19
東陽町,454,677,6,2,2,6,0,5,0,0,14,0,0,10,18,15,18,41,63,100,97,29,41,46,51,48,98,68,81,48,25,47,69,19,31,55,39,34,19,12,9,16,12,34,26,3,0,3,42,3,3,6,0,3,3,10,10,0,4,4,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,22
南砂町,455,1004,8,2,0,0,0,0,1,9,21,32,46,22,33,15,30,36,21,70,59,76,53,75,86,80,100,83,77,94,72,62,54,33,32,29,22,26,29,21,18,2,15,1,0,18,15,11,63,1,0,2,5,0,0,5,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
西葛西,456,2784,5,0,0,5,1,1,11,1,24,26,20,11,21,22,23,69,33,61,49,78,100,77,39,42,48,39,52,30,40,24,38,28,24,31,26,14,10,12,11,13,14,14,2,5,2,0,0,0,4,6,0,7,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,16
葛西,457,2035,6,0,1,0,1,0,0,15,7,16,25,18,49,39,53,90,69,53,75,42,59,100,89,61,77,56,50,90,48,47,82,77,40,11,10,20,4,8,41,63,28,27,32,10,9,9,0,0,0,5,0,5,3,3,2,0,3,0,0,3,0,2,0,0,0,1,1,0,0,0,1,0,0,43
千駄木,458,550,5,0,0,0,0,2,1,1,1,0,1,5,6,13,9,7,13,20,36,32,30,57,42,50,53,70,66,74,76,71,100,86,63,55,48,44,40,46,30,22,18,22,14,14,10,12,10,3,8,10,15,12,6,10,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,36
根津,459,543,5,0,0,0,0,2,1,1,1,0,1,5,6,13,9,7,13,20,36,32,30,58,42,49,53,70,66,74,76,71,100,86,62,55,48,44,39,46,30,22,18,22,14,14,11,12,11,3,9,11,15,12,6,11,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,36
湯島,460,685,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,35,32,30,57,42,49,52,70,65,74,76,70,100,85,62,55,47,43,40,45,30,22,18,22,15,15,10,12,10,3,9,10,15,12,7,10,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,35
新御茶ノ水,461,1832,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,21,36,32,30,57,42,50,53,70,66,74,76,71,100,86,63,55,47,43,40,46,30,22,18,22,15,15,11,12,11,3,9,11,15,12,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
二重橋前,462,690,5,0,0,0,0,3,1,1,1,1,1,5,6,13,9,7,13,21,36,32,31,57,42,50,53,70,66,74,76,71,100,86,63,55,47,44,40,45,30,22,18,22,14,14,11,13,11,3,8,11,15,13,6,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
赤坂,463,1821,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,36,32,30,57,42,49,53,70,66,74,76,71,100,86,63,55,47,43,40,46,30,22,19,22,14,14,11,13,11,3,9,11,15,13,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
乃木坂,464,809,5,0,0,0,0,2,1,1,1,0,1,5,7,13,9,7,13,21,35,32,30,57,42,49,53,70,66,74,76,70,100,86,63,55,47,44,39,45,30,22,18,22,14,14,11,12,11,3,9,11,15,12,7,11,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35
明治神宮前,465,2040,5,0,0,0,0,3,1,1,1,1,1,5,7,13,9,7,13,20,36,32,30,57,42,50,53,70,66,74,76,70,100,86,63,55,47,44,40,45,30,22,19,22,15,15,11,12,11,3,9,11,15,12,7,11,3,3,3,1,3,0,0,0,0,0,0,1,1,0,1,1,1,3,1,36
代々木公園,466,536,5,0,0,0,0,2,1,1,1,0,1,5,6,13,9,7,13,20,36,32,30,58,42,50,52,70,66,74,76,71,100,86,63,55,47,44,39,45,30,22,19,22,14,14,11,12,11,3,8,11,15,12,6,11,2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,36
北綾瀬,467,544,8,2,0,0,0,0,1,9,20,31,45,22,34,15,30,36,20,70,59,76,53,75,86,80,100,83,77,94,72,61,54,34,32,29,22,26,29,20,18,2,15,1,0,18,15,11,63,1,0,2,5,0,0,4,2,2,5,6,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,19
地下鉄成増,468,867,8,0,0,0,7,0,0,4,4,26,7,1,95,62,16,17,90,100,29,21,28,55,23,92,30,19,19,56,71,7,45,53,25,0,38,0,8,21,2,2,8,0,2,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,51
地下鉄赤塚,469,667,4,0,0,0,0,13,7,0,8,6,7,2,10,23,19,48,31,82,100,74,30,87,69,62,94,70,66,37,49,26,9,13,37,11,16,7,0,18,7,10,21,22,0,15,0,4,10,5,7,7,0,12,79,66,0,0,0,0,0,0,0,0,20,0,14,2,0,0,0,0,0,0,0,55
平和台,470,2208,4,0,0,1,1,1,5,0,1,10,18,3,5,10,18,11,100,85,22,33,7,43,47,2,21,21,28,28,14,13,5,19,5,5,3,4,12,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12
氷川台,471,796,2,0,0,2,0,8,10,5,3,6,12,15,25,19,8,27,53,38,29,72,81,53,63,38,100,84,65,55,42,56,55,31,19,57,31,19,13,27,8,6,14,14,13,13,5,5,1,8,36,6,13,9,3,2,0,2,2,0,3,0,1,2,4,0,1,1,1,1,0,0,0,1,1,23
